Bidwesh_Original,sylhety,Sylhaty_Romanize,Label,Annotator,Status,,,
তাহসিন ভাই আপনার জন্য অনেক দোয়া রইল। সমাজের এই সব মুখোশ ধারীদের রুপ প্রকাশ করার আপনাকে সেলুট জানাই।আশা করি আপনি আরো এই শয়তানদের শয়তানি প্রকাশ করবেন।,তাহসিন ভাই  আফনার  লাগি বউত দোয়া তাকলো। সমাজর  ইতা সব মুখোশ ধারীহকলোর রুপ প্রকাশ করার আফনারে সেলুট জানাই।আশা করি আফনে আরো ই শয়তানহকলোর শয়তানি প্রকাশ করবা।,tahsin bhai afnar lagi bout dua taklo. shomajor ita shob mukhosh dharihoklor rup prokash korar afnare salute janai.asha kori afne aro e shoytanhoklor shoytani prokash korba.,0,Jaina,Done,,,
মরনের কথা সরন করাে,মরার কথা মনো করাে,morar kota mono koro,0,Jaina,Done,,,
অপু আবার ও সাকিব বাইয়ার সাথে থাকে ভালো হবে,অপু আবার  সাকিব বাইয়ার লগে থাকিয়া বালা অইবো,opu abar sakib baiyar loge takia bala oibo,0,Jaina,Done,,,
সরকারের কাছের এর ফাঁসি চাই,সরকারর কান্দার এন ফাঁসি চাই,sorkaror kandar en fashi chai,0,Jaina,Done,,,
ভাই বেয়াদব দের ভিডিও আপলোগ কেনো করেন আপনি খুব ভালো না ভাই,ভাই বেয়াদব হকলোর ভিডিও আপলোড কেনে করইন আফনে খুব বালা না ভাই,bhai beyadob hoklor video upload kene koroin afne khub bala na bhai,0,Jaina,Done,,,
ভাইয়া আমরা সবাই সাথে আছি আপনি ও ক্রিকেট টিম এগিয়ে জাগ,ভাইয়া আমরা সব লগে আছি  আফনে  আর  ক্রিকেট টিম  আগুয়াইয়া জাওক,bhaia amra shob loge asi afne  ar cricket team aguaia jaok,0,Jaina,Done,,,
এই এরা কি মুসলিম পরিবারে নেওয়া কোন মানুষের বাচ্চা নাকি অন্য কিছু?? আল্লাহ আলামিন তাদেরকে হেদায়েত দান করুন আমিন ���,ই  ইতা কিতা মুসলিম পরিবারো নেওয়া কোন মানুষর বাইচ্চা নিনা অন্য  কিচ্ছু?? আল্লাহ আলামিন তারারে হেদায়েত দান করোক্কা আমিন ���,e ita kita muslim poribaro neoa kuno  manushor baiccha nina onno kicchu?? allah alamin tarare hedayat dan korokka amin ���,0,Jaina,Done,,,
সিলেটের এই দুই দানব আজকা একটু হাই হয়ে গেছিলো�। আর সবাই আমাকে শুধু একটা সাহায্য করেন চ্যানেল ভিসিট করতে পারেন আর ভালো লাগলে সাবস্ক্রাইব করুন,সিলেটর ই দুই দানব আজকে একটু হাই ওই গেছিল�। আর সবে আমারে খালি একটা সাহায্য করোক্কা চ্যানেল ভিসিট করতে ফারইন আর বালা লাগলে সাবস্ক্রাইব করোক্কা ,sylhet or e dui danob ajke ektu high oi gesil�। ar shobe amare khali ekta shahajjo korokka channel visit korte faroin ar bala lagle subscribe korokka ,0,Jaina,Done,,,
জানাজার বিরানিটা মিস তাইলে? �,জানাজার বিরানিটা মিস তাইলে? �,janajar biranita miss taile? �,0,Jaina,Done,,,
সাকিব তুমার সাথে আছি ভাই,সাকিব তুমার  লগে আছি ভাই,sakib tumar loge asi bhai,0,Jaina,Done,,,
"গুচ্ছ পরীক্ষা হলে যে প্রশ্ন ফাস হবে না তার গ্যারান্টি কে দিবে??..একটি পরীক্ষা,প্রশ্নফাস..সারাজীবনের সপ্নের ইতি.....","গুচ্ছ পরীক্ষা অইলে যে প্রশ্ন ফাস ওইতো না তার গ্যারান্টি কে দিবো??..একটা  পরীক্ষা,প্রশ্নফাস..সারাজীবনর সপ্নর শেষ.....","guccho porikka oile j proshno fash oito na tar guarantee k dibo??..ekta porikka,proshnofash..sharajibonor shopnor shesh.....",0,Jaina,Done,,,
আপনার কথাগুলা যুক্তি সম্মত আপু,আফনার মাতগুলা যুক্তি সম্মত আপু,afnar matgula jukti shommoto apu,0,Jaina,Done,,,
কি বললেন স্যার আমিতো জানি দেশটা আওয়ামী লীগের �,কিতা কইলা স্যার আমিতো জানি দেশ ইকটা আওয়ামী লীগর �,kita koila sir ami to jani desh ikta awami league or,0,Jaina,Done,,,
ইউটিউবে হা হা রিয়েক্ট দাবি করছি ��,ইউটিউবো হা হা রিয়েক্ট দাবি করিয়ার ��,youtube o ha ha react dabi koriar,0,Jaina,Done,,,
থেকে ভাল লাগছে।একটুকুও ও বোরিং লাগেনাই�❤❤❤❤,তাকিয়া বালা লাগছে।একটুও  বোরিং লাগছেনা�❤❤❤❤,takia bala lagse. ektuo boring lagse na�❤❤❤❤,0,Jaina,Done,,,
হাবিব তোর আচরণ টা একটু মানুষের পর্যায় আনিস,হাবিব তোর ব্যবহার  একটু মানুষের পর্যায়ো আনিছ,habib tor bebohar ektu manushor porjayo anis,0,Jaina,Done,,,
"এমন একজন মানুষকে খুন করতে চেষ্টা করেছে যে, সেও কিভাবে মানুষ হয়? সব মানুষ অবশ্যই মানুষ না। সুস্থ হয়ে উঠেন স্যার। দোয়া আর ভালোবাসা আপনার জন্য।","এমন একজন মানুষরে খুন করার চেষ্টা করছে যে,  হেউ কিলান মানুষ  অয়? সব মানুষ অবশ্যই মানুষ নায়। সুস্থ  অইয়া উঠক্কা স্যার। দোয়া আর ভালোবাসা আফনার লাগি।","emon ekjon manushre khun korar cheshta korse j, heu kilan manush oy? shob manush obosshoi shoman nay . shusto oia uthokka sir . dua ar bhalobasha afnar lagi.",0,Jaina,Done,,,
আমি আপনার জন্য দুওয়া করি আললাার কাছে আল্লা আপনাকে হেদায়েত দান করুন,আমি আফনার লাগি দোয়া করিয়ার  আল্লাহর  কাছে আল্লাহ আফনারে হেদায়েত দান করতা,ami afnar lagi dua koriar allahr kase allah afnare hedayet dan korta,0,Jaina,Done,,,
সবাইকে সালের অগ্রিম শুভেচ্ছা। এবার কারা কাপ নিতে পারে??,সবরে সালর অগ্রিম শুভেচ্ছা।  ইবার কারা কাপ নিতা পারইন??,shobre shalor ogrim shubheccha.  ibar kara cup nita paroin??,0,Jaina,Done,,,
